country,name,year,format,label,type,genre,style,coverimage
"US","Sam Prekop - Old Punch Card",2010,"Vinyl","Thrill Jockey,Soma Electronic Music Studios,Thrill Jockey Records,The Afternoon Speaker","release","Electronic","Abstract,Experimental","https://i.discogs.com/AgpOmOIw00ZgoHF1szj15BVDKBD8RjHe30MrIszAnGo/rs:fit/g:sm/q:90/h:565/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0NTA0/NDAtMTY3NDIzMDY5/MC00NTI2LmpwZWc.jpeg"
"Netherlands","Basic Soul Unit - Jak'd Freq (A Made Up Sound Remixes)",2010,"Vinyl","Crème Organization,Global Darkness","release","Electronic","House,Acid","https://i.discogs.com/2pSqTRhULuTRt5ANYlVSUJ_SshxDJ8IQCuz3AvoRsG8/rs:fit/g:sm/q:90/h:450/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIyNjM1/MTktMTMxODQ5MTc0/MS5qcGVn.jpeg"
"US","Nocturnal Graves / Hell Spirit - The Gravespirit Sessions",2010,"Vinyl","Nuclear War Now! Productions,Pirates Press,GZ Digital Media","release","Rock","Thrash,Black Metal","https://i.discogs.com/LgxRlj5_IMmKK0uNwOp68FGQU-MyW65nY66Ra66bN_8/rs:fit/g:sm/q:90/h:500/w:500/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI5Nzkw/MzMtMTQ2Mzg1MzU5/MS0zNTc4LmpwZWc.jpeg"
"Germany","Marcello Napoletano - Electronic Atmosphere",2010,"Vinyl","Laid","release","Electronic","Electro,Deep House","https://i.discogs.com/M9_qZiexF7tT475ZXSN6NbsyDcdThMiXKvr-n_pcJ-o/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzOTA0/MTctMTI4MTM1NTA4/Ni5qcGVn.jpeg"
"UK","D.A.V.E. The Drummer And Sterling Moss - Hydraulix 41",2010,"Vinyl","Hydraulix","release","Electronic","Techno","https://i.discogs.com/ww-Z0_PezzHwIxbk-NibSfFO3BUJUsgqeP5tzB8MTkI/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzNDAx/MzktMTI4MTQ1MTAw/MS5qcGVn.jpeg"
"Finland","Jussi Lehtisalo - Rotta",2010,"Vinyl","Full Contact Records,Svart Records,Ektro Records","release","Electronic,Rock","Psychedelic Rock,Experimental,Ambient","https://i.discogs.com/JxJPE-xBtP4_Dxj8W5aIqLRNGxYhu5Yrwsn1DuxjJy4/rs:fit/g:sm/q:90/h:599/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1MzU5/ODUtMTU2NTc3Njcz/OS0xNzU4LmpwZWc.jpeg"
"US","Radio People - Radio People",2010,"Vinyl","Digitalis Recordings","release","Electronic","Abstract,Electro,Experimental","https://i.discogs.com/wcGQIacmUy150MZzP-lYAxphp0RmFyRli-GL2comq2A/rs:fit/g:sm/q:90/h:593/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzNjQ3/MzktMTI4MzgyMDgx/OC5qcGVn.jpeg"
"Netherlands","Gerd - For 12 Minutes She Danced With An Alien",2010,"Vinyl","Rejected,Gerd Music,4Lux Music,Strictly Confidential,N.E.W.S.","release","Electronic","House,Tech House","https://i.discogs.com/UICmgci-_QoDRa077PRFRyPB97TIeKxTPn3d7zaIFac/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzNTI2/MjItMTI5MzMxNTk5/Ni5qcGVn.jpeg"
"Belgium","Peter Van Hoesen - Entropic Minus Six",2010,"Vinyl","Time To Express","release","Electronic","Techno","https://i.discogs.com/NKzd8rlRNqgo4OMK4K6tGq4sfYGmyrKuieZoxV3urqU/rs:fit/g:sm/q:90/h:568/w:560/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIxNDkz/MTktMTI2OTkzNjg4/NC5qcGVn.jpeg"
"US","Reading Rainbow - Prism Eyes",2010,"Vinyl","HoZac Records","release","Rock","Lo-Fi","https://i.discogs.com/HW9ThG7EPvn-OjBwFlAnrDQuRrChJsPXSl_7EJt_LBo/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1OTQ5/NzEtMTYwMDI4MDQx/Ni05NzQ5LmpwZWc.jpeg"
"US","Ken Camden - Lethargy & Repercussions",2010,"Vinyl","Kranky","release","Electronic,Rock","Drone,Space Rock,Psychedelic Rock,Ambient","https://i.discogs.com/V1Y0mxiGKyrP8M_zqOZ-LDVjliLIYOaJg3jJmAxPijo/rs:fit/g:sm/q:90/h:590/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIyNTc3/NjgtMTI3MzIwNTkz/Mi5qcGVn.jpeg"
"UK","An Idjut Thing* - Implant",2010,"Vinyl","Noid Recordings","release","Electronic","Deep House,Disco","https://i.discogs.com/xCMkaL1xYVZkIGVsjKmZT7m51CrSFf3rQgHrfuO4-fw/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzMzk5/MTMtMTI3ODQzOTYx/OS5qcGVn.jpeg"
"France","Mickey Moonlight - Love Pattern EP",2010,"Vinyl","Ed Banger Records,Because Music,Universal Music Publishing","release","Electronic","House,Electro","https://i.discogs.com/vafghy0zklhhOI1TIlpmGpgxEEkmp_OhSbHzXUB0WVE/rs:fit/g:sm/q:90/h:501/w:500/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzNDI1/NTUtMTI3ODI5MDIz/Mi5qcGVn.jpeg"
"Germany","Markus Fix / Sven Tasnadi - Dark Side Of Bo / Nordsee",2010,"Vinyl","Cocoon Recordings","release","Electronic","Techno","https://i.discogs.com/yE4O9b41akfA0yijYidg4eC1GgjdT58gbxtDNO01-0s/rs:fit/g:sm/q:90/h:579/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIyNDYx/NzAtMTI5MDE2Nzkw/Ny5qcGVn.jpeg"
"US","Neon Blud - B-Girls",2010,"Vinyl","Drugged Conscience,Heinrich's Workshop,United Record Pressing","release","Rock","Hardcore,Punk,Noise Rock","https://i.discogs.com/Ato8sHeYU02a7XyXHbnoiHY7Q0oHbi00bc-n2dhl3EI/rs:fit/g:sm/q:90/h:302/w:300/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI2NTk2/NDUtMTI5NTM3OTU5/Ni5qcGVn.jpeg"
"Germany","Sawlin & Mørbeck* - Vault Series 3.0",2010,"Vinyl","Vault Series","release","Electronic","Techno,Dub Techno","https://i.discogs.com/XUvO3-n5qFqCVs5z-HgKXY6OyCbJtheLFZeRYsOf2rI/rs:fit/g:sm/q:90/h:548/w:557/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0Mzc5/MjQtMTI4NDYyMzk2/OS5qcGVn.jpeg"
"France","Various - 3672*1 090909",2010,"Vinyl","3672*1","release","Electronic","Freetekno,Hardcore","https://i.discogs.com/qpG6mGdjC_MZeCli2swI6Cjr8D68Ln28D-AEeXu_ku4/rs:fit/g:sm/q:90/h:300/w:300/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIyNzY0/MjMtMTM3MjE2MTE3/My00NzY0LmpwZWc.jpeg"
"Europe","Jean-Louis Aubert - Roc'Eclair",2010,"Vinyl","Emi Music France","release","Pop","Chanson","https://i.discogs.com/xayp6jHDMngmK7Wmli2TrsxIY_Wg5bnypsqv2artXG4/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTcyMDYw/NDUtMTQ1MjYyMjAw/MC04Njc4LmpwZWc.jpeg"
"Italy","Donato Dozzy & DJ Say* - Your Transparent Eyes",2010,"Vinyl","Attic Music","release","Electronic","Techno","https://i.discogs.com/LaIhqUQTDakY-utiOLUUQM4G5nlEXBT9tAKGp3DAmuk/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0MzMw/MzUtMTI4NTQyNjA3/NS5qcGVn.jpeg"
"Canada","Yukon Blonde - Yukon Blonde",2010,"Vinyl","Bumstead Records,Nevado Records,SAE Mastering","release","Rock","Folk Rock,Indie Rock","https://i.discogs.com/wz09NEf63m_lY5ZYMEYKTD8O9u6MX48e1_nSeNtMamA/rs:fit/g:sm/q:90/h:496/w:500/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI5OTg1/NTctMTMxMTA0ODEz/Ni5qcGVn.jpeg"
"UK","Various - Satta Sounds 01",2010,"Vinyl","Satta Sounds","release","Electronic","Drum n Bass,Jungle","https://i.discogs.com/z-ZHkx4sDaUPv58ur21yfxCy_m-pk0mCqewKk40G3hE/rs:fit/g:sm/q:90/h:603/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIyNzI1/ODktMTYxNTQ0OTU2/OC0zNDA0LmpwZWc.jpeg"
"US","The Mongoloids - New Beginnings",2010,"Vinyl","Six Feet Under Records","release","Rock","Hardcore,Punk","https://i.discogs.com/s77XIOTEVOmDEgf5e2CNnOSQSHIcuJgTSQCSIAKUEd0/rs:fit/g:sm/q:90/h:599/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI3MjYx/MDEtMTI5ODIzNzM5/NS5qcGVn.jpeg"
"UK","Russ Yallop - I Can't Wait",2010,"Vinyl","Crosstown Rebels","release","Electronic","Tech House","https://i.discogs.com/VSLW--nPiJRkMzJak70MuNaTkO4xYCBkBzrLxmWU9Z8/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1MjI0/ODctMTI4ODYyMjc4/NS5qcGVn.jpeg"
"US","Baptists - Baptists",2010,"Vinyl","Southern Lord,The Hive Creative Labs,The Hive Creative Labs,Pirates Press,GZ Digital Media","release","Rock","Hardcore","https://i.discogs.com/VJV7Oqk5pIkDWBIWBc42b2EqFk9o9OejbkEcutIw6Hc/rs:fit/g:sm/q:90/h:603/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI2Nzk2/ODItMTUwMTI5ODYz/Ny0xMDU3LmpwZWc.jpeg"
"US","Balance And Composure / Tigers Jaw - Balance And Composure / Tigers Jaw",2010,"Vinyl","No Sleep Records,Run For Cover Records,The Skylight Studio,Azimuth Mastering","release","Rock","Emo,Indie Rock","https://st.discogs.com/f490776157429a515150d59c9658456e38ad2ddf/images/spacer.gif"
"USA & Canada","Betrayed - Suffering",2010,"Vinyl","React! Records","release","Rock","Hardcore","https://i.discogs.com/756HBOSDP4fSvIQ4kfzabFCl_HDemaj7cJaA1vGo8cg/rs:fit/g:sm/q:90/h:515/w:538/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ2NTYy/NTMtMTM3MTI1NjQ4/NC05Mjg5LmpwZWc.jpeg"
"Germany","Martinez - Cheesecake",2010,"Vinyl","Moon Harbour Recordings,Moon Harbour Recordings,Edition Starbug,Freibank,Intergroove","release","Electronic","Deep House,Tech House","https://i.discogs.com/uUU3YgQ05hnFz7llfC0tkyi2EB9bfRP3jzf063gW18Q/rs:fit/g:sm/q:90/h:600/w:596/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIxMTM1/ODktMTI2NDc3MTAw/Mi5qcGVn.jpeg"
"US","Guinea Worms - Sorcererers Of Madness (4rd Year In A Row!)",2010,"Vinyl","Columbus Discount Records","release","Rock","Indie Rock","https://i.discogs.com/22Hedb1Y2Wt-QBkyLzf--a82-gmDLj7miU2WLZBuMn4/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIxOTMw/ODctMTI2OTA0MzA4/Ny5qcGVn.jpeg"
"Sweden","Charlton / Jeroen Search - Kuudes Runo",2010,"Vinyl","Pohjola","release","Electronic","Techno","https://i.discogs.com/uSipZPD6YKKX5RDpGFLohVGUosXAIxwi3gcPYk38sQY/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1MTY5/MDMtMTI4OTQzNTcw/Ni5qcGVn.jpeg"
"US","Steel Train - Steel Train",2010,"Vinyl","Terrible Thrills,GZ Digital Media,Pirates Press","release","Rock","Indie Rock","https://i.discogs.com/iyOlBVPG5jkyCoJBjfYwuTrF6n4oIjYeR_ysfqouaeY/rs:fit/g:sm/q:90/h:446/w:500/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1MTg2/ODEtMTI4ODQyMTc4/OS5qcGVn.jpeg"
"Canada","Chromeo - Don't Turn The Lights On",2010,"Vinyl","Turbo","release","Electronic","House,Electro,Disco","https://i.discogs.com/LE9nYblUkFediNR5ztbw72BNW9rMWbHijH9FrqVZyjY/rs:fit/g:sm/q:90/h:600/w:592/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0ODYy/NDMtMTI4NjY1OTg4/MC5qcGVn.jpeg"
"Canada","Adobe Homes - Ristra",2010,"Vinyl","Bear Records,Titan Mega Corporation,Pirates Press,GZ Digital Media","release","Rock","Emo,Hardcore","https://i.discogs.com/aCy0DAWwSJ-pU3tNTwDOcUxnlzyUp7qTEg_m9sUJ0G0/rs:fit/g:sm/q:90/h:601/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMwNjk3/NzctMTYxODQzMjQ0/NC0zOTYzLmpwZWc.jpeg"
"Germany","Mørbeck* - Vault Series 4.0",2010,"Vinyl","Vault Series","release","Electronic","Dub,Techno","https://i.discogs.com/f3SWqLU5k_woXXkIKcL4G6PcjTIPc88O2bNE_LqjCxc/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1ODUx/NDYtMTI5MTc0NTY2/NC5qcGVn.jpeg"
"Netherlands","Lauhaus - Bring It",2010,"Vinyl","Remote Area","release","Electronic","Minimal,Tech House","https://i.discogs.com/ksHcZr9z60lciHqjxRWcq35COgOOu_YJJK8Qv5pmHnU/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIyMTEz/NzUtMTI3NTQxMTY5/My5qcGVn.jpeg"
"France","Various - Mackitek Records 16",2010,"Vinyl","Mackitek Records","release","Electronic","Hardcore,Freetekno","https://i.discogs.com/RajdbiUIpvd078V-m_kNU_dE2r5N3_G-WzJXpj2fzbo/rs:fit/g:sm/q:90/h:300/w:300/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIyOTQz/MDAtMTM5NTY2MjMy/MS03NTIwLmpwZWc.jpeg"
"US","Jenny and Johnny - Just Like Zeus",2010,"Vinyl","Warner Bros. Records","release","Rock,Pop","Alternative Rock","https://i.discogs.com/UbFgYjt7E0Tf5w3DVsZRX5sbx16HKsalDzLXO_xbADU/rs:fit/g:sm/q:90/h:606/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0MzE2/MTMtMTU4ODkwMTU2/OS01MDIwLmpwZWc.jpeg"
"Germany","The Kongsmen - On Campus",2010,"Vinyl","Soundflat Records","release","Rock","Garage Rock","https://i.discogs.com/0h8elDUnWeyhNcowHTBsJLPTPUe5P42m9wH6zcrieNM/rs:fit/g:sm/q:90/h:200/w:200/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI4MTMy/MDMtMTMwMjE4MjMw/NC5qcGVn.jpeg"
"Netherlands","State Of Emergency (5) - Back To The Basics",2010,"Vinyl","Raw Fuel","release","Electronic","Hardcore","https://i.discogs.com/Wqn9ysaGyml-xmi2YHQirfOUHj6dpmXqr-FV4vQZAlo/rs:fit/g:sm/q:90/h:320/w:320/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIyNDky/ODItMTI3NDc5NDQ3/Ni5qcGVn.jpeg"
"UK","Various - Five Years Of Tsuba Part 1",2010,"Vinyl","Tsuba Records","release","Electronic","House,Acid House","https://i.discogs.com/H_jv9vQMf1_zKWPwjrnOTrFZ9Br62GNpB-7qWbJTyG4/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI2OTk4/NzItMTM1MjEzNTk0/MS04NjgyLmpwZWc.jpeg"
"France","Masomenos - Green Balloon",2010,"Vinyl","Welcome To Masomenos","release","Electronic","Tech House","https://i.discogs.com/XO0aEq4Q7v5PNqQrfH44UeTtItLqfn5S5XfBroYkeuk/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzODg4/NzEtMTI4MTE2OTkz/OS5qcGVn.jpeg"
"US","Father Murphy - No Room For The Weak",2010,"Vinyl","Aagoo Records,Pirates Press","release","Rock","Folk Rock,Punk,Experimental","https://i.discogs.com/Rg0H7Hj5L49qvxJ-r4O1UNiqfZ8lZ2RllQCJuGCM1YA/rs:fit/g:sm/q:90/h:400/w:400/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI2ODA0/NTMtMTI5NjMxMzgx/OC5qcGVn.jpeg"
"USA & Canada","Fake Problems - Real Ghosts Caught On Tape",2010,"Vinyl","SideOneDummy Records","release","Rock,Pop","Indie Rock","https://i.discogs.com/36j1oj4xndWS0E05HN0EGnbwKxxRDqvuubY7vSbo1jg/rs:fit/g:sm/q:90/h:200/w:200/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM0MzMy/NzItMTMzMDIwMzI1/NC5qcGVn.jpeg"
"Poland","Jacek Sienkiewicz - Who Told You That?",2010,"Vinyl","Recognition","release","Electronic","Tech House","https://i.discogs.com/pBcqfBT92b4Z9yZnP22LG9lUp_Zrkd0iHVPdTMf3ZcQ/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzNDQw/MTEtMTI3ODM2NTU1/NS5qcGVn.jpeg"
"UK","The Qemists - Your Revolution",2010,"Vinyl","Ninja Tune,Masterpiece,MPO","release","Electronic","Drum n Bass,Dubstep","https://i.discogs.com/tvTxKsrTuexLYsmYNctWqGE8S5W6W9PsZb_S2s503wI/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIyNTgy/NTEtMTI3MjgwNjQ4/MC5qcGVn.jpeg"
"Germany","Krause Duo* - Up",2010,"Vinyl","Philpot,Wordandsound,Dubplates & Mastering","release","Electronic","Minimal,Tech House","https://i.discogs.com/LKWkAdGeM5y38fS8AVnabEqtRPrNLj6JS1AsFrAS38E/rs:fit/g:sm/q:90/h:599/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIyMDAz/NjgtMTI2OTQ1MzM2/MC5qcGVn.jpeg"
"Finland","1981 - 1981",2010,"Vinyl","Passing Bells","release","Rock","Punk","https://i.discogs.com/tF6Wviw7bgcm9hX2EV4zM549YAx3VL65_olEAn4Pw1M/rs:fit/g:sm/q:90/h:567/w:567/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0NzQ4/NzItMTI4NzcwMDc5/OS5qcGVn.jpeg"
"US","Alex Bleeker - These Days",2010,"Vinyl","Group Tightener","release","Rock","Indie Rock","https://i.discogs.com/jJxXJH7gaWai1Fy60Ty49tW3zq3kANiLaAbA-VN8vW0/rs:fit/g:sm/q:90/h:599/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIyNzE3/NDctMTY0ODc1MDI2/Ny04NzE4LmpwZWc.jpeg"
"UK","Mark Broom / Edit-Select* - Squigg / Obstat",2010,"Vinyl","Beard Man","release","Electronic","Techno,Minimal","https://i.discogs.com/Yva3G5ipXm8Y8quIxkUclvCneXqv0BCM-NDnpEbFUPU/rs:fit/g:sm/q:90/h:600/w:598/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzMzMw/NTctMTI3OTIwNTc3/My5qcGVn.jpeg"
"UK","Visti And Meyland* - Stars",2010,"Vinyl","Bear Funk","release","Electronic","House,Disco","https://i.discogs.com/I-_NmKFcngrt7ww22OwpwSftKAN-MTJntkLCMaOLP68/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzMjI2/NjgtMTI3Njg3MTA4/NC5qcGVn.jpeg"
"UK","Duff Disco - Eagle Flight",2010,"Vinyl","Duff Disco","release","Electronic","Disco","https://i.discogs.com/Yv9xhFB3jQRMH3wGU1qEXY2iwO4OW4CDkNpBNQoi6iU/rs:fit/g:sm/q:90/h:165/w:165/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0NTA1/MjQtMTI4NDc0MTc5/NC5qcGVn.jpeg"
"France","Masomenos - Orange Balloon",2010,"Vinyl","Welcome To Masomenos","release","Electronic","Tech House","https://i.discogs.com/s9SdvsiTn9Eo70aG2hHDYCbN0YMDNsNn94bK9YMK234/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzNDY0/MjctMTI3ODUyNDI0/My5qcGVn.jpeg"
"Germany","Iibiis Rooge - Iibiis Rooge",2010,"Vinyl","Dekorder","release","Electronic","Leftfield,Trance,Drone,Experimental","https://i.discogs.com/QqU3-jsY_LtJfpMon1OP43jVr1FpxhRMkCOMy2Ra9qY/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIyNDE3/MzktMTY2Njk1ODk0/OC00NTczLmpwZWc.jpeg"
"Germany","Beehoover - Concrete catalyst",2010,"Vinyl","Exile On Mainstream Records","release","Rock","","https://i.discogs.com/c7X8mbOdoZRhJVuF786M9CZmaDe9AbUMvmg5AjinrY8/rs:fit/g:sm/q:90/h:225/w:225/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ5NTg3/NDQtMTM4MDU5MTYz/Ni05MTAwLmpwZWc.jpeg"
"UK","Caves (6) / Pure Graft / Big City Plan / Calvinball - Caves / Pure Graft / Big City Plan / Calvinball Split 10",2010,"Vinyl","Roidh,GZ Digital Media","release","Rock","Punk","https://i.discogs.com/1ozGTucY9-eg1yfOpj8R6wOQkeT4MyJ0-3LZCNnxdi0/rs:fit/g:sm/q:90/h:440/w:435/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM1NTAx/MzktMTMzNDkwOTEy/MS5wbmc.jpeg"
