country,name,year,format,label,type,genre,style,coverimage
"Italy","Mistanomista - Detroit Session / Take 1",2010,"Vinyl","Black Sunshine Recordings,Celebrate Records GmbH","release","Electronic","Deep House","https://i.discogs.com/H8CCc5lvaFBqRj1DqTeTmJplvwgVYGZ4SwDgZ6lgHdY/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzOTU4/NDQtMTI4MTYyMDQ1/My5qcGVn.jpeg"
"Germany","Fuckpony - I'm Burning Inside",2010,"Vinyl","BPitch Control,Manmade Mastering","release","Electronic","Tech House,Minimal","https://i.discogs.com/YXThEzMIjcrh-83SfJMO3f9FZ6NEsewLxtgIY5kRJB8/rs:fit/g:sm/q:90/h:399/w:400/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIyNzM5/MTItMTI4NTg3Mjc5/MC5qcGVn.jpeg"
"France","Blundetto - Nautilus",2010,"Vinyl","Heavenly Sweetness","release","Funk / Soul","","https://i.discogs.com/GAEGxq13NOFC-QclpbAx90SzEoeEDUIuVUwglLnfCgQ/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzOTM0/NDctMTQ3MTA3NTE2/NS01MjA4LmpwZWc.jpeg"
"UK","Gilles Peterson's Havana Cultura* Feat. Mayra Caridad Valdés* - Roforofo Fight (Louie Vega Remixes)",2010,"Vinyl","Brownswood Recordings","release","Electronic,Jazz,Latin","Deep House,Cubano","https://i.discogs.com/nhwGlXrPaXmoMJdCCeWoU5jeHLUXvyWKtIgyix5AYjU/rs:fit/g:sm/q:90/h:333/w:333/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0Mjc4/NTMtMTI4MzQ4MTAx/OS5qcGVn.jpeg"
"UK","Cardopusher - Schematic Blocks",2010,"Vinyl","On The Edge","release","Electronic","Dubstep","https://i.discogs.com/raBoSMIoLeg5RICEBkBbzzwTlaSrYx-zOvrCjdd7kTY/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIxMzY5/OTQtMTM0NTM3NjAw/MC02ODU3LmpwZWc.jpeg"
"UK","Kalbata - Wallabee",2010,"Vinyl","Double Science","release","Electronic","Dubstep","https://i.discogs.com/3Onr92CZU0Kewu9e2KsTWI0CUFlnMzBgvrr1aJQFfsY/rs:fit/g:sm/q:90/h:454/w:450/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIyODE2/OTYtMTI3NDIxNzI3/NS5qcGVn.jpeg"
"Canada","Teenage Panzerkorps - Here Come The Warm Tanks",2010,"Vinyl","No Vacation Records","release","Rock","Lo-Fi,Punk","https://i.discogs.com/RdM-ObrX4BPhPSFm9TId_oA7z9aMG-JhhfWBJvwShPQ/rs:fit/g:sm/q:90/h:436/w:438/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzNDAw/NTctMTI4Mzk5NjA2/Mi5qcGVn.jpeg"
"France","Strez - Ouanaigaine 11",2010,"Vinyl","Ouanaigaine","release","Electronic","Tribal,Hardcore,Freetekno","https://i.discogs.com/-W6lcuaFMCRAXhVTvLwg_Cgzd4dk5w-ItCcmbsSRpGw/rs:fit/g:sm/q:90/h:300/w:300/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMyNDY5/MTYtMTMyMjIyNDMx/OS5qcGVn.jpeg"
"France","Keja / Sviz - Le Point De No Retour EP",2010,"Vinyl","Chim'R","release","Electronic","Freetekno,Hard Techno","https://i.discogs.com/ZRNoG6RvV9outKHXo6KHv8uD08owTtAE1jNZJNP9IH4/rs:fit/g:sm/q:90/h:160/w:158/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzMTg0/OTQtMTI3NjU2Mjg2/MS5qcGVn.jpeg"
"US","Mellow Madness - Mellow Madness",2010,"Vinyl","Kay-Dee Records","release","Funk / Soul","Soul,Disco","https://i.discogs.com/9kUZmr-K-y46IIKS45txr5r70dvitje4O7KrQWe57bg/rs:fit/g:sm/q:90/h:599/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMwNjQ5/MjktMTMxNDIyMzY0/OS5qcGVn.jpeg"
"Hong Kong","Renato Cohen - Sixteen Billion Drum Kicks Remixed (Part 2)",2010,"Vinyl","Sino","release","Electronic","Techno,Tech House","https://i.discogs.com/Pvcj4HmZM_bbDqVAMiKnN0sFr1TLXuhJujKb3F-QB5k/rs:fit/g:sm/q:90/h:600/w:567/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIyNTYw/NzgtMTI4NDgyMDQ3/My5qcGVn.jpeg"
"US","Dom (24) - Sun Bronzed Greek Gods",2010,"Vinyl","Burning Mill Records","release","Electronic,Rock","Synth-pop,Indie Rock","https://i.discogs.com/IiWuD43uqdOG05HIolku_eiu9zSvraXZsZGFi9Mljso/rs:fit/g:sm/q:90/h:300/w:300/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI2Mzc2/NDMtMTI5NDQyNDM5/Mi5qcGVn.jpeg"
"US","Red Rack'Em - The Nightshift",2010,"Vinyl","Undertones","release","Electronic","House","https://i.discogs.com/8hxBAbO2I1qUlX4WBe_i5Ym14FeM2_24QBxJ1y4PQfk/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIxMzI2/NzItMTI2NTgwODg2/NC5qcGVn.jpeg"
"US","BusRatch - 時計日記 [Tokei Nikki]",2010,"Vinyl","RRRecords","release","Electronic","Abstract,Musique Concrète","https://i.discogs.com/9ne45ieVnzEHfk2UAthnoCBt2qLiDfrXYM1TQuVEQzY/rs:fit/g:sm/q:90/h:322/w:333/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIxMTk0/NDQtMTI5NTgyMzg4/NS5qcGVn.jpeg"
"US","Hank IV - III",2010,"Vinyl","Siltbreeze","release","Rock","Punk","https://i.discogs.com/qjPzpcp9QfoaVBoroPYc9SCoinwMxsehl9HH-flvoLY/rs:fit/g:sm/q:90/h:240/w:240/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI4NDI1/MzYtMTMwMzU1MDMx/NC5qcGVn.jpeg"
"US","What's Eating Gilbert - Dear God",2010,"Vinyl","Epitaph","release","Rock","","https://i.discogs.com/XEl7khBhhmY8qjNGKCFSMUlW32zMhF0A4ThQvMCSgiw/rs:fit/g:sm/q:90/h:350/w:350/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ2Nzk4/MjUtMTM3MjAwOTE2/NS05ODgyLmpwZWc.jpeg"
"UK","Gremino - It's Working EP",2010,"Vinyl","Rag & Bone","release","Electronic","Breaks,Dubstep,Broken Beat,Garage House","https://i.discogs.com/VqHgR_105NpgyRKirHHLGdvNchB_p3cd-W7Hangbt8w/rs:fit/g:sm/q:90/h:333/w:333/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0MDE1/NTgtMTI4MTk3Mzkx/Mi5qcGVn.jpeg"
"UK","Sauna Youth - Youth",2010,"Vinyl","Not On Label (Sauna Youth Self-released)","release","Rock","Punk","https://i.discogs.com/59Q2w6pbnUsjDesG1FfW2IeHLxnhBTVe9_6zBVj_cds/rs:fit/g:sm/q:90/h:588/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI5NjUw/NzAtMTQxMDUzMjIw/MS02MDA5LmpwZWc.jpeg"
"Japan","Foog - Open Your Eyes",2010,"Vinyl","Mule Electronic,Kompakt Distribution","release","Electronic","Acid House,Tech House","https://i.discogs.com/udaUZ2jNuX6GkyX7EN7SxOS_ixP5Lf-maUm2xgjqlWo/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0MTE4/NTktMTI4MjU5Njc0/Ny5qcGVn.jpeg"
"US","TBF - Home Made Special Part 1",2010,"Vinyl","Minority Music","release","Electronic","House,Deep House,Jazzdance","https://i.discogs.com/Fa7X-LPGCB0r0Scmb6N7H55f5-8scujMXrA4sYbkk34/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1NDA5/NjYtMTI4OTU2NDEw/NS5qcGVn.jpeg"
"Japan","Yuki Suzuki - Need Your Love",2010,"Vinyl","Jansen Jardin","release","Electronic,Funk / Soul","House,Deep House,Disco","https://i.discogs.com/9R4-ikeZ8n2iSHRJIdsmgyxPOUiRhPbHA-192yiGduk/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzODA2/NTQtMTI4Mzg1NjA2/Ny5qcGVn.jpeg"
"Germany","Greg Downey - Global Code",2010,"Vinyl","Vandit Records,Suits You Music,Vandit Records,Vandit Records","release","Electronic","Trance,Tech Trance","https://i.discogs.com/uWe6mlz7SW63hCuqmXx2sArWQIeVFzISF2W23hPRu_E/rs:fit/g:sm/q:90/h:600/w:592/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIxMzM0/MjgtMTI2OTYxNjkx/OC5qcGVn.jpeg"
"France","Sir Bald's Hairy Guitar* Featuring Hipbone Slim & The Kneetremblers*, Louie & The Louies, The Legs (2) - Sir Bald's Hairy Guitar! Featuring Hipbone Slim &The Kneetremblers, Louie & The Louies, The Legs",2010,"Vinyl","Beast Records,MPO","release","Rock","Surf,Garage Rock,Rockabilly","https://i.discogs.com/GxlHtSUTayFXTgaF96QEtGkiuHE_Rm0BXzdVH53BFKw/rs:fit/g:sm/q:90/h:160/w:160/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMwNzc1/MjMtMTM2NzI1ODQx/OS01Mjc5LmdpZg.jpeg"
"Germany","Zack Zack (2) - Arkadengirl",2010,"Vinyl","Dirty Faces,Schaltraum Aufnahmestudio","release","Rock","Power Pop,Punk","https://i.discogs.com/bYDVLvjoqykF14Eo-NcetK2wDCK-UR_1GlSmYEzCRaE/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM1NTEy/NzItMTMzNDk0NzU2/NC5qcGVn.jpeg"
"US","Sorry Excuse (2) - Listen With Prejudice",2010,"Vinyl","Third Party Records","release","Rock","Hardcore,Punk","https://i.discogs.com/eC2pnWS9u7lXOfl1GLHKfHaFpLuafhiPiROty4se2VM/rs:fit/g:sm/q:90/h:597/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1ODcz/MjItMTMzMjgyMzAw/Mi5qcGVn.jpeg"
"UK","Ed Davenport - Centrality",2010,"Vinyl","Autoreply Music","release","Electronic","Techno","https://i.discogs.com/vbyl0vO9VzJX0gSKqdToQwBvPWLQUjGZo9ECfid20mM/rs:fit/g:sm/q:90/h:400/w:400/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1NTQw/NzMtMTI5MDE3OTIy/NS5qcGVn.jpeg"
"Netherlands","Alex Celler - Wallaby",2010,"Vinyl","Area Remote,Planet Gong,N.E.W.S.","release","Electronic","Tribal,Tech House","https://i.discogs.com/qlrwPNEjtC2UYeC98JlB-vcwT0uffkwqfqnynHNsdKc/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1OTY1/OTAtMTI5MjM0ODU5/Mi5qcGVn.jpeg"
"UK","Mark Broom - Scream",2010,"Vinyl","Saved Records","release","Electronic","Tech House","https://i.discogs.com/Q2FiIdhudDJdfb5c70KCV3r0X3Dpq8n7kU-XMGx45ZY/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzMzU3/NDktMTI3NzgwNTk2/MS5qcGVn.jpeg"
"US","Matt Skiba - Demos",2010,"Vinyl","Asian Man Records","release","Rock","Acoustic","https://i.discogs.com/yF9K31VgscQrbuw6CM0bGHxIG0hurJkoqfaBblrW4tY/rs:fit/g:sm/q:90/h:536/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzNzMy/MDItMTMzOTk4NDE5/OC03ODIzLmpwZWc.jpeg"
"France","Charogne Stone - Mr Et Mme Stone Ont Une Fille",2010,"Vinyl","To Live A Lie,No Way Asso,Wee Wee,Boum Coeur Records,Crapoulet records","release","Rock","Hardcore","https://i.discogs.com/Zg1CbuqnmAWh9FoLIkW97zxKlr6JkOJm9Wye3WRn2bQ/rs:fit/g:sm/q:90/h:200/w:200/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI4NjMw/ODAtMTMwNDUyNjU3/My5qcGVn.jpeg"
"France","Little Kirk / Avaran - Free Up / Things Tough",2010,"Vinyl","VI Connection Records","release","Reggae","","https://i.discogs.com/OPLuAVBEvbc7303drmBVq2SvndhanCZgo9N-5DeQ4so/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI4Mzgz/ODUtMTM5MjUwNzcz/MS01ODA3LmpwZWc.jpeg"
"UK","End Reign - End Reign",2010,"Vinyl","Holy Roar Records,Witch Hunter Records,Fist In The Air,Hemlock 13,Blank Studios","release","Rock","Hardcore","https://i.discogs.com/xbIkpvQ025kLbp-bTOK6dyzCeS1UxvjYhbKSefCf0ZE/rs:fit/g:sm/q:90/h:197/w:200/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM5Njk4/NjEtMTM1MDkyNjk2/NS01MjA1LmpwZWc.jpeg"
"UK","Ginz (2) & Baobinga & Cosmin TRG - The Good Stank / I Get Ruff",2010,"Vinyl","Build Recordings","release","Electronic","Dubstep,UK Garage,Tribal House","https://i.discogs.com/i9YJ_4jmtJ7MiZOGYnqdcN1JsWIElQ4lgNEBWtin2d8/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzMDI0/NzYtMTI3NTUwMjM2/OC5qcGVn.jpeg"
"US","Roberto Bosco - My Universe",2010,"Vinyl","Wave Music","release","Electronic","Techno","https://i.discogs.com/xySrXOYowfOiQIIbQ6QUN8cQ8mkpuZ5Un8TaZRK6Ces/rs:fit/g:sm/q:90/h:525/w:525/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIxNDUy/MzYtMTI2NjQ0ODEz/Mi5qcGVn.jpeg"
"UK","Layo & Bushwacka! - The Longest Day",2010,"Vinyl","Olmeto Records","release","Electronic","Tech House","https://i.discogs.com/eHSTor0wUJp-awIwUCyXbIat9Pz1JGU-mLmn9XCkTNc/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIxNzIx/MzEtMTQ3MjAwNjgw/OC02MzE4LmpwZWc.jpeg"
"Germany","D.Diggler - Zauberwürfel",2010,"Vinyl","TWO.BIRDS,TWO.BIRDS","release","Electronic","Techno,Minimal Techno","https://i.discogs.com/PQoQZ8Jpl7EJdv7uv4jyvXFPOiFYtND9kk5_ffimYq8/rs:fit/g:sm/q:90/h:500/w:500/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzMjg5/NjYtMTI3NzI4ODE3/MS5qcGVn.jpeg"
